episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
388,1510.0,1011,236720,0.2,0.13224272147969532,903.3777006810001,True,False
389,1880.0,883,237603,0.2,0.11088978803970596,906.4464029360001,True,False
390,1120.0,761,238364,0.2,0.11791228460079713,909.0328012069999,True,False
391,540.0,493,238857,0.2,0.10250528358165326,910.7928675329999,True,False
392,400.0,473,239330,0.2,0.11106999549951593,912.9683739910001,True,False
393,340.0,408,239738,0.2,0.09647384486800316,914.4180987620002,True,False
394,840.0,630,240368,0.2,0.10068814076860494,916.5853619170002,True,False
395,400.0,522,240890,0.2,0.1277308422498978,918.3696010550002,True,False
396,310.0,456,241346,0.2,0.13571774400770664,919.9325151600001,True,False
397,910.0,851,242197,0.2,0.10843788134590002,922.7663802760003,True,False
398,610.0,640,242837,0.2,0.1224999079015106,925.465070617,True,False
399,330.0,395,243232,0.2,0.1422390610243034,926.8656518060002,True,False
400,700.0,602,243834,0.2,0.1391537814339002,928.9183416390001,True,False
401,280.0,316,244150,0.2,0.13542579081428202,932.5444544330003,True,False
402,1190.0,904,245054,0.2,0.11704460899881293,935.718068183,True,False
403,340.0,425,245479,0.2,0.14871577577630304,937.7327795850001,True,False
404,370.0,350,245829,0.2,0.11149446223862469,939.0019110440003,True,False
405,1320.0,1030,246859,0.2,0.12733700532640116,942.4864622370001,True,False
406,870.0,790,247649,0.2,0.13602679426019842,945.2325424850001,True,False
407,420.0,397,248046,0.2,0.14494968194401625,946.6623039860001,True,False
408,1450.0,852,248898,0.2,0.13724634785887221,950.0979085140002,True,False
409,340.0,426,249324,0.2,0.13220597041997117,951.6024993460001,True,False
410,680.0,709,250033,0.2,0.11913790656411546,954.0643857180003,True,False
411,540.0,472,250505,0.2,0.09527699122110665,955.738421694,True,False
412,560.0,465,250970,0.2,0.10806655495202747,957.3675516140001,True,False
413,460.0,510,251480,0.2,0.1298093281511683,959.1621093379999,True,False
414,460.0,432,251912,0.2,0.13081250225918162,960.9322434119999,True,False
415,820.0,671,252583,0.2,0.1386568263329253,963.565244331,True,False
416,550.0,495,253078,0.2,0.13608289986187894,965.2857679110002,True,False
417,510.0,476,253554,0.2,0.14151668513365903,966.9501448999999,True,False
418,330.0,506,254060,0.2,0.13856048411213037,968.7287719400001,True,False
419,500.0,621,254681,0.2,0.1484656295949413,970.9031362400001,True,False
420,680.0,612,255293,0.2,0.14582877827114335,973.2663177150002,True,False
421,1970.0,911,256204,0.2,0.12358630452664536,976.7776993790003,True,False
422,730.0,554,256758,0.2,0.12741364869356586,978.6576884010001,True,False
423,320.0,458,257216,0.2,0.12069720188560693,980.2906300899999,True,False
424,570.0,531,257747,0.2,0.1317232308316637,982.1496694740003,True,False
425,980.0,741,258488,0.2,0.10909728426486254,984.666059873,True,False
426,850.0,681,259169,0.2,0.10313574872253573,989.5140794389999,True,False
427,1300.0,720,259889,0.2,0.13692575797645581,991.9602432320003,True,False
428,690.0,468,260357,0.2,0.14750989996151537,993.6203534410001,True,False
429,1010.0,711,261068,0.2,0.11640279761023736,996.0928336920001,True,False
430,1370.0,692,261760,0.2,0.12449400735254577,998.9712888160002,True,False
431,900.0,603,262363,0.2,0.12424426712716619,1001.0526719459999,True,False
432,420.0,438,262801,0.2,0.11492306000807069,1002.618124564,True,False
433,500.0,488,263289,0.2,0.12370665269125192,1004.363907127,True,False
434,430.0,406,263695,0.2,0.13221327963257484,1005.8420044040004,True,False
435,1300.0,720,264415,0.2,0.1489752159350448,1008.2630427970003,True,False
436,240.0,306,264721,0.2,0.12536865644543976,1009.4960072020003,True,False
437,660.0,665,265386,0.2,0.16432323785925126,1012.3244757820003,True,False
438,1530.0,1004,266390,0.2,0.15743699342576395,1015.6586892250002,True,False
439,1010.0,649,267039,0.2,0.11514010995534467,1017.8550191060003,True,False
440,310.0,435,267474,0.2,0.12620884031399127,1019.4015541000003,True,False
441,630.0,662,268136,0.2,0.11760246584259243,1021.7360570220003,True,False
442,320.0,393,268529,0.2,0.12190137751286431,1023.666305099,True,False
443,1120.0,835,269364,0.2,0.12400612899472126,1026.5278360010002,True,False
444,1060.0,858,270222,0.2,0.09304110261080699,1029.416501187,True,False
445,400.0,429,270651,0.2,0.10739508274698926,1030.9348810420001,True,False
446,540.0,670,271321,0.2,0.12033022665196941,1033.2188902780003,True,False
447,380.0,413,271734,0.2,0.14446552349164068,1034.9741244880001,True,False
448,1370.0,854,272588,0.2,0.11320254800266752,1038.27281395,True,False
449,550.0,542,273130,0.2,0.14265052261589853,1040.1490551450001,True,False
450,1530.0,798,273928,0.2,0.0906028044456616,1042.810902145,True,False
451,620.0,738,274666,0.2,0.10397459809546886,1047.339236675,True,False
452,1940.0,984,275650,0.2,0.11091998536366879,1051.049214305,True,False
453,390.0,556,276206,0.2,0.12029174425833516,1052.9803021330004,True,False
454,360.0,339,276545,0.2,0.12009072113124764,1054.2357866740003,True,False
455,790.0,674,277219,0.2,0.11877598730470276,1056.539256952,True,False
456,200.0,280,277499,0.2,0.14781538261366742,1057.581725124,True,False
457,430.0,502,278001,0.2,0.126803217492702,1059.610527103,True,False
458,1580.0,1067,279068,0.2,0.13061426444962787,1063.6211789090003,True,False
459,1230.0,882,279950,0.2,0.1210012599868192,1066.5819544270003,True,False
460,780.0,827,280777,0.2,0.1076714972232059,1069.423600083,True,False
461,440.0,492,281269,0.2,0.10793483699482631,1071.2287256700001,True,False
462,820.0,654,281923,0.2,0.1248738313539445,1074.0724398730003,True,False
463,740.0,806,282729,0.2,0.11543711527518116,1076.761873126,True,False
464,1560.0,816,283545,0.2,0.12096990481493812,1079.5180293400003,True,False
465,240.0,363,283908,0.2,0.12357221502851654,1080.85165804,True,False
466,1070.0,749,284657,0.2,0.11238715426129772,1083.4261013760001,True,False
467,1640.0,783,285440,0.2,0.13430224763875714,1086.6370943480001,True,False
468,580.0,561,286001,0.2,0.12864545239135622,1088.597969593,True,False
469,690.0,680,286681,0.2,0.13697209380128805,1090.9069394850003,True,False
470,1600.0,810,287491,0.2,0.13616846077660522,1093.583399306,True,False
471,1040.0,772,288263,0.2,0.13408266969140947,1096.4021308230003,True,False
472,390.0,414,288677,0.2,0.13554813360007337,1098.327990659,True,False
473,530.0,459,289136,0.2,0.12089202899647795,1099.941278363,True,False
474,470.0,430,289566,0.2,0.14256175882487654,1101.4591021630004,True,False
475,1070.0,675,290241,0.2,0.1634942371640685,1103.796332986,True,False
476,1430.0,876,291117,0.2,0.13824773003606627,1109.269211112,True,False
477,260.0,316,291433,0.2,0.14874160379359994,1110.7622213640002,True,False
478,720.0,708,292141,0.2,0.14173287094312872,1113.1724405290001,True,False
479,520.0,643,292784,0.2,0.14394083792656104,1115.4175111160002,True,False
480,790.0,655,293439,0.2,0.16001061847193476,1117.6865470850003,True,False
481,360.0,426,293865,0.2,0.11846850908178592,1119.19964006,True,False
482,1110.0,708,294573,0.2,0.1505970656503476,1121.9911078680002,True,False
483,470.0,425,294998,0.2,0.10937457515875686,1123.763323863,True,False
484,400.0,476,295474,0.2,0.13320186591761954,1125.40798795,True,False
485,400.0,391,295865,0.2,0.12444108947921469,1126.851684715,True,False
486,970.0,701,296566,0.2,0.12231244917958975,1129.2541045880002,True,False
487,650.0,635,297201,0.2,0.10809539683725473,1131.4575973180004,True,False
488,390.0,553,297754,0.2,0.14140831932857417,1133.6005224170003,True,False
489,330.0,499,298253,0.2,0.15517419742047786,1135.7640307680003,True,False
490,740.0,558,298811,0.2,0.12451810668483912,1137.6846106830003,True,False
491,780.0,493,299304,0.2,0.10290470124492722,1139.448349197,True,False
492,360.0,467,299771,0.2,0.15884432617318014,1141.1113279660003,True,False
493,490.0,483,300254,0.2,0.14798288981715016,1142.820437969,True,False
494,200.0,318,300572,0.2,0.12868498368188738,1144.0074550600002,True,False
495,790.0,673,301245,0.2,0.16266573767089063,1146.6516599830002,True,False
496,810.0,698,301943,0.2,0.14935115121048073,1149.2694563240002,True,False
497,550.0,525,302468,0.2,0.13695849105715752,1151.100601736,True,False
498,820.0,598,303066,0.2,0.1627219249650636,1153.1311896720003,True,False
499,370.0,498,303564,0.2,0.14937919890880585,1154.893164643,True,False
500,480.0,498,304062,0.2,0.1265443380201055,1156.6491897690003,True,False
